(33, 40, 59),4
(10, 33, 51),4
(17, 27, 34),4
(50, 54, 60),4
(23, 42, 49),4
(29, 43, 57),4
(15, 41, 42),4
(48, 52, 54),4
(9, 23, 46),4
(10, 20, 49),4
(3, 5, 46),4
(8, 42, 59),4
(32, 41, 58),4
(1, 33, 56),4
(43, 52, 58),4
(5, 11, 53),4
(8, 40, 53),4
(24, 33, 36),4
(8, 11, 50),4
(13, 42, 44),4
(7, 39, 43),4
(32, 50, 54),4
(23, 49, 55),4
(2, 49, 59),4
(12, 44, 54),4
(4, 5, 27),4
(13, 24, 42),4
(6, 10, 34),4
(5, 12, 45),4
(4, 31, 54),4
(26, 28, 54),4
(17, 19, 48),4
(52, 55, 57),4
(25, 28, 51),4
(28, 29, 49),4
(3, 17, 32),4
(5, 37, 58),4
(18, 20, 24),4
(40, 46, 49),4
(28, 33, 43),4
(23, 30, 32),4
(17, 28, 49),4
(24, 28, 44),4
(19, 30, 57),4
(7, 16, 50),4
(32, 36, 51),4
(15, 29, 60),4
(1, 26, 48),4
(5, 20, 30),4
(21, 29, 36),4
(23, 24, 25),4
(8, 17, 53),4
(6, 17, 53),4
(3, 43, 52),4
(28, 38, 57),4
(31, 42, 53),4
(9, 23, 51),4
(28, 47, 50),4
(13, 34, 42),4
(3, 5, 14),4
(28, 45, 48),4
(4, 21, 38),4
(45, 52, 56),4
(30, 31, 54),4
(18, 31, 45),4
(27, 40, 49),4
(12, 37, 54),4
(33, 51, 52),4
(43, 52, 56),4
(7, 29, 38),4
(24, 42, 56),4
(5, 9, 40),4
(13, 17, 44),4
(15, 23, 30),4
(31, 33, 49),4
(4, 18, 25),4
(16, 42, 59),4
(4, 46, 56),4
(17, 48, 56),4
(20, 33, 60),4
(22, 50, 53),4
(20, 40, 52),4
(47, 51, 59),4
(18, 56, 57),4
(2, 16, 37),4
(5, 27, 40),4
(11, 13, 45),4
(20, 26, 49),4
(33, 58, 60),4
(9, 32, 35),4
(18, 31, 43),4
(5, 16, 23),4
(7, 31, 32),4
(25, 28, 42),4
(6, 23, 39),4
(5, 18, 21),4
(23, 31, 54),4
(4, 36, 37),4
(5, 6, 39),4
(5, 25, 51),4
(9, 17, 18),4
(16, 29, 50),4
(13, 33, 54),4
(27, 30, 44),4
(29, 36, 53),4
(6, 28, 56),4
(15, 50, 57),4
(30, 49, 55),4
(8, 25, 48),4
(8, 21, 43),4
(14, 26, 36),4
(4, 30, 54),4
(17, 27, 47),4
(14, 29, 34),4
(8, 26, 49),4
(5, 16, 56),4
(7, 35, 39),4
(30, 44, 60),4
(3, 20, 42),4
(10, 43, 57),4
(30, 43, 57),4
(7, 35, 51),4
(17, 35, 39),4
(15, 42, 54),4
(20, 41, 58),4
(6, 33, 53),4
(11, 21, 30),4
(7, 46, 55),4
(4, 41, 52),4
(9, 18, 21),4
(1, 3, 5),4
(29, 49, 54),4
(27, 41, 53),4
(7, 46, 60),4
(19, 34, 39),4
(7, 9, 39),4
(7, 12, 56),4
(6, 22, 43),4
(1, 6, 27),4
(5, 48, 55),4
(4, 6, 51),4
(5, 14, 43),4
(24, 28, 58),4
(3, 34, 50),4
(43, 57, 59),4
(23, 28, 53),4
(5, 33, 44),4
(4, 27, 44),4
(34, 38, 53),4
(3, 35, 49),4
(19, 23, 49),4
(20, 51, 52),4
(5, 19, 34),4
(19, 30, 37),4
(32, 33, 42),4
(2, 35, 45),4
(14, 23, 25),4
(8, 30, 32),4
(43, 46, 49),4
(14, 30, 42),4
(10, 50, 52),4
(5, 17, 54),4
(4, 18, 46),4
(40, 47, 52),4
(1, 28, 33),4
(4, 36, 53),4
(16, 37, 58),4
(8, 27, 53),4
(10, 20, 42),4
(15, 17, 35),4
(17, 44, 51),4
(44, 46, 55),4
(5, 52, 59),4
(38, 41, 49),4
(4, 18, 56),4
(1, 38, 56),4
(14, 24, 26),4
(2, 41, 53),4
(30, 39, 57),4
(6, 27, 59),4
(27, 29, 50),4
(13, 17, 25),4
(2, 43, 55),4
(9, 46, 56),4
(31, 32, 51),4
(28, 51, 52),4
(1, 37, 48),4
(29, 36, 48),4
(8, 44, 53),4
(9, 14, 32),4
(5, 46, 54),4
(7, 43, 57),4
(2, 16, 54),4
(6, 10, 40),4
(12, 44, 51),4
(18, 31, 46),4
(30, 37, 44),4
(8, 43, 52),4
(1, 45, 56),4
(7, 19, 34),4
(5, 38, 53),4
(14, 33, 44),4
(4, 44, 49),4
(3, 19, 24),4
(24, 36, 58),4
(4, 46, 54),4
(1, 19, 52),4
(18, 31, 39),4
(27, 38, 44),4
(4, 30, 41),4
(18, 33, 60),4
(6, 11, 41),4
(16, 27, 43),4
(18, 31, 57),4
(22, 29, 41),4
(24, 32, 50),4
(26, 28, 45),4
(9, 21, 36),4
(46, 51, 59),4
(8, 28, 32),4
(34, 43, 52),4
(32, 34, 50),4
(23, 33, 51),4
(23, 39, 49),4
(23, 31, 47),4
(37, 46, 58),4
(13, 41, 50),4
(44, 46, 53),4
(9, 21, 54),4
(12, 33, 52),4
(36, 41, 48),4
(20, 34, 37),4
(4, 17, 54),4
(20, 54, 60),4
(3, 16, 33),4
(15, 16, 35),4
(9, 44, 60),4
(16, 36, 54),4
(5, 20, 56),4
(25, 46, 51),4
(2, 6, 58),4
(1, 5, 10),4
(21, 46, 57),4
(16, 41, 52),4
(7, 37, 54),4
(4, 38, 52),4
(36, 37, 51),4
(1, 39, 48),4
(17, 33, 39),4
(5, 43, 56),4
(6, 34, 53),4
(13, 17, 41),4
(18, 51, 56),4
(12, 45, 56),4
(6, 13, 51),4
(24, 42, 44),4
(30, 33, 52),4
(2, 5, 13),4
(13, 54, 56),4
(9, 15, 42),4
(7, 9, 44),4
(8, 32, 44),4
(10, 33, 42),4
(18, 29, 39),4
(28, 40, 58),4
(12, 16, 37),4
(46, 53, 54),4
(3, 45, 53),4
(2, 17, 44),4
(28, 39, 44),4
(46, 54, 58),4
(18, 29, 44),4
(6, 14, 26),4
(20, 21, 29),4
(5, 24, 33),4
(27, 36, 37),4
(36, 51, 56),4
(8, 27, 56),4
(22, 31, 41),4
(2, 38, 48),4
(25, 34, 42),4
(9, 20, 60),4
(18, 43, 52),4
(32, 47, 54),4
(8, 14, 30),4
(5, 10, 21),4
(5, 52, 55),4
(1, 27, 51),4
(11, 21, 52),4
(17, 39, 49),4
(23, 41, 53),4
(3, 18, 42),4
(4, 49, 59),4
(26, 40, 49),4
(23, 46, 47),4
(18, 30, 56),4
(8, 53, 58),4
(19, 47, 55),4
(28, 51, 56),4
(1, 2, 51),4
(9, 41, 48),4
(24, 46, 56),4
(12, 17, 47),4
(19, 33, 39),4
(3, 18, 56),4
(27, 43, 58),4
(25, 33, 42),4
(12, 17, 32),4
(10, 32, 47),4
(25, 38, 59),4
(5, 33, 52),4
(2, 15, 59),4
(7, 8, 32),4
(23, 52, 58),4
(4, 44, 53),4
(27, 53, 60),4
(17, 50, 59),4
(8, 14, 36),4
(16, 20, 60),4
(2, 10, 21),4
(17, 19, 49),4
(13, 24, 50),4
(17, 44, 60),4
(2, 24, 50),4
(29, 36, 47),4
(5, 23, 39),4
(13, 21, 52),4
(7, 45, 53),4
(17, 49, 53),4
(3, 31, 43),4
(27, 38, 41),4
(17, 27, 55),4
(18, 33, 57),4
(47, 53, 55),4
(12, 57, 60),4
(42, 43, 55),4
(23, 28, 42),4
(33, 36, 49),4
(27, 32, 47),4
(15, 29, 36),4
(6, 50, 53),4
(36, 40, 51),4
(42, 44, 59),4
(18, 50, 58),4
(14, 55, 60),4
(29, 43, 45),4
(4, 23, 39),4
(8, 10, 24),4
(43, 53, 54),4
(8, 18, 38),4
(2, 35, 51),4
(12, 35, 40),4
(25, 32, 34),4
(4, 17, 51),4
(24, 47, 50),4
(2, 11, 35),4
(11, 33, 57),4
(26, 46, 54),4
(10, 44, 54),4
(7, 10, 54),4
(13, 20, 42),4
(1, 44, 49),4
(5, 6, 23),4
(10, 23, 27),4
(1, 5, 24),4
(44, 54, 59),4
(34, 57, 60),4
(43, 50, 54),4
(38, 53, 54),4
(2, 26, 54),4
(5, 11, 38),4
(33, 57, 58),4
(18, 20, 53),4
(6, 13, 37),4
(21, 26, 52),4
(7, 18, 39),4
(24, 33, 60),4
(22, 51, 57),4
(8, 12, 44),4
(29, 34, 47),4
(11, 53, 60),4
(16, 21, 57),4
(15, 58, 59),4
(18, 29, 42),4
(4, 5, 51),4
(17, 18, 53),4
(29, 36, 38),4
(25, 30, 47),4
(1, 17, 33),4
(6, 51, 56),4
(10, 24, 56),4
(8, 32, 53),4
(29, 34, 57),4
(12, 32, 34),4
(26, 28, 42),4
(24, 28, 38),4
(33, 35, 51),4
(20, 49, 55),4
(5, 31, 51),4
(34, 41, 53),4
(16, 39, 57),4
(8, 11, 12),4
(13, 37, 51),4
(1, 26, 54),4
(28, 33, 51),4
(3, 37, 47),4
(33, 40, 41),4
(20, 36, 53),4
(8, 12, 22),4
(29, 41, 48),4
(4, 18, 59),4
(37, 46, 54),4
(16, 24, 38),4
(24, 39, 46),4
(30, 46, 59),4
(27, 40, 55),4
(12, 37, 44),4
(24, 44, 58),4
(7, 35, 43),4
(2, 43, 57),4
(4, 28, 30),4
(7, 34, 37),4
(32, 51, 59),4
(24, 44, 49),4
(7, 41, 55),4
(4, 10, 33),4
(19, 29, 31),4
(8, 43, 53),4
(2, 6, 28),4
(9, 36, 56),4
(3, 21, 25),4
(2, 21, 27),4
(10, 13, 20),4
(28, 31, 35),4
(2, 50, 59),4
(2, 17, 50),4
(9, 11, 35),4
(5, 9, 11),4
(15, 16, 22),4
(7, 12, 41),4
(24, 43, 51),4
(4, 32, 52),4
(29, 31, 57),4
(13, 30, 57),4
(29, 32, 50),3
(15, 22, 25),3
(1, 19, 33),3
(39, 43, 52),3
(27, 36, 52),3
(23, 28, 38),3
(22, 52, 54),3
(36, 49, 60),3
(14, 23, 24),3
(15, 50, 53),3
(18, 31, 58),3
(5, 16, 38),3
(8, 30, 33),3
(6, 24, 41),3
(5, 27, 48),3
(32, 34, 58),3
(3, 29, 32),3
(7, 30, 37),3
(4, 25, 38),3
(3, 28, 46),3
(5, 31, 53),3
(1, 36, 47),3
(17, 38, 56),3
(17, 24, 57),3
(24, 51, 52),3
(12, 29, 58),3
(32, 36, 55),3
(33, 38, 55),3
(2, 23, 38),3
(2, 11, 12),3
(20, 45, 57),3
(17, 36, 51),3
(5, 17, 55),3
(25, 53, 59),3
(34, 43, 53),3
(4, 19, 39),3
(9, 23, 33),3
(36, 53, 56),3
(8, 23, 37),3
(10, 28, 53),3
(9, 12, 39),3
(13, 31, 43),3
(4, 36, 54),3
(23, 37, 55),3
(24, 52, 53),3
(12, 30, 59),3
(12, 33, 60),3
(44, 47, 60),3
(19, 20, 37),3
(18, 30, 42),3
(5, 8, 18),3
(13, 32, 47),3
(40, 50, 60),3
(28, 46, 58),3
(11, 35, 56),3
(3, 19, 35),3
(20, 26, 31),3
(9, 49, 54),3
(26, 31, 33),3
(20, 53, 58),3
(2, 33, 53),3
(7, 11, 39),3
(6, 13, 20),3
(16, 37, 50),3
(31, 40, 58),3
(3, 18, 58),3
(6, 7, 8),3
(7, 34, 53),3
(1, 5, 59),3
(5, 18, 54),3
(7, 53, 55),3
(3, 20, 38),3
(10, 51, 59),3
(3, 16, 25),3
(11, 31, 42),3
(7, 8, 30),3
(1, 13, 56),3
(23, 38, 51),3
(36, 44, 58),3
(1, 37, 39),3
(2, 31, 46),3
(27, 42, 46),3
(3, 35, 58),3
(4, 24, 56),3
(39, 45, 60),3
(1, 3, 42),3
(16, 37, 43),3
(4, 29, 52),3
(9, 21, 56),3
(3, 24, 60),3
(7, 34, 42),3
(25, 43, 50),3
(16, 34, 60),3
(33, 50, 56),3
(38, 41, 57),3
(17, 27, 32),3
(10, 40, 41),3
(33, 43, 59),3
(2, 3, 50),3
(8, 51, 58),3
(5, 11, 60),3
(4, 17, 56),3
(8, 18, 52),3
(2, 11, 40),3
(35, 38, 51),3
(7, 9, 54),3
(2, 5, 52),3
(17, 45, 56),3
(7, 16, 29),3
(1, 13, 51),3
(16, 41, 53),3
(7, 37, 53),3
(20, 34, 54),3
(30, 46, 60),3
(9, 41, 53),3
(21, 32, 52),3
(11, 34, 41),3
(30, 37, 49),3
(8, 15, 41),3
(15, 42, 48),3
(6, 33, 50),3
(10, 33, 52),3
(42, 59, 60),3
(3, 13, 59),3
(29, 49, 53),3
(12, 47, 59),3
(7, 43, 55),3
(10, 41, 56),3
(20, 32, 48),3
(7, 44, 50),3
(5, 11, 44),3
(15, 34, 42),3
(24, 33, 38),3
(5, 8, 46),3
(6, 24, 31),3
(15, 26, 30),3
(13, 17, 40),3
(23, 55, 60),3
(11, 40, 49),3
(10, 11, 31),3
(27, 28, 29),3
(3, 25, 31),3
(9, 37, 57),3
(57, 58, 60),3
(9, 36, 53),3
(13, 15, 33),3
(10, 36, 58),3
(1, 5, 23),3
(8, 10, 56),3
(6, 43, 51),3
(5, 43, 54),3
(8, 41, 60),3
(24, 34, 39),3
(12, 21, 39),3
(20, 37, 42),3
(18, 20, 49),3
(31, 36, 54),3
(18, 44, 47),3
(14, 29, 31),3
(35, 42, 57),3
(1, 14, 48),3
(18, 24, 42),3
(8, 43, 55),3
(3, 7, 53),3
(29, 31, 45),3
(14, 39, 45),3
(26, 28, 60),3
(32, 33, 34),3
(3, 13, 41),3
(38, 50, 53),3
(16, 21, 36),3
(5, 34, 57),3
(14, 35, 36),3
(10, 37, 57),3
(15, 41, 53),3
(9, 12, 19),3
(12, 50, 54),3
(13, 24, 40),3
(6, 40, 50),3
(3, 5, 51),3
(1, 13, 20),3
(5, 13, 27),3
(9, 30, 44),3
(2, 20, 51),3
(5, 12, 35),3
(4, 39, 55),3
(16, 19, 28),3
(19, 35, 52),3
(15, 18, 22),3
(18, 29, 36),3
(13, 30, 37),3
(30, 31, 45),3
(11, 18, 58),3
(5, 33, 56),3
(5, 14, 33),3
(3, 5, 58),3
(24, 34, 57),3
(26, 51, 54),3
(24, 39, 57),3
(4, 39, 60),3
(7, 41, 46),3
(27, 28, 48),3
(9, 26, 40),3
(37, 48, 51),3
(30, 55, 60),3
(15, 18, 31),3
(4, 7, 58),3
(10, 37, 47),3
(4, 16, 36),3
(6, 21, 33),3
(20, 30, 47),3
(1, 20, 42),3
(11, 39, 57),3
(26, 31, 54),3
(10, 24, 60),3
(7, 31, 36),3
(8, 25, 41),3
(25, 28, 38),3
(6, 23, 35),3
(19, 29, 47),3
(10, 19, 56),3
(29, 30, 36),3
(10, 19, 44),3
(42, 50, 58),3
(5, 29, 30),3
(21, 48, 49),3
(7, 24, 57),3
(2, 37, 48),3
(7, 24, 33),3
(1, 11, 37),3
(33, 35, 55),3
(29, 36, 59),3
(4, 30, 33),3
(20, 31, 45),3
(8, 24, 31),3
(13, 27, 52),3
(7, 26, 40),3
(17, 26, 48),3
(8, 32, 48),3
(2, 21, 38),3
(5, 27, 50),3
(32, 34, 56),3
(8, 25, 34),3
(10, 28, 56),3
(16, 20, 30),3
(5, 39, 57),3
(20, 26, 42),3
(15, 25, 45),3
(2, 27, 47),3
(21, 29, 47),3
(13, 29, 54),3
(44, 47, 49),3
(28, 41, 47),3
(9, 42, 49),3
(3, 5, 23),3
(3, 27, 32),3
(33, 34, 56),3
(6, 10, 28),3
(34, 42, 59),3
(22, 50, 54),3
(4, 18, 45),3
(1, 42, 58),3
(9, 23, 35),3
(4, 27, 50),3
(5, 8, 23),3
(22, 25, 44),3
(10, 28, 51),3
(18, 36, 58),3
(17, 38, 55),3
(36, 46, 59),3
(29, 42, 53),3
(21, 29, 38),3
(15, 24, 42),3
(14, 31, 50),3
(12, 30, 57),3
(5, 23, 24),3
(22, 28, 43),3
(7, 12, 39),3
(1, 31, 46),3
(4, 21, 22),3
(8, 24, 45),3
(17, 27, 52),3
(15, 26, 33),3
(1, 27, 59),3
(11, 23, 42),3
(19, 54, 56),3
(15, 31, 38),3
(10, 52, 60),3
(1, 28, 43),3
(1, 6, 46),3
(2, 33, 55),3
(14, 21, 51),3
(25, 42, 43),3
(20, 31, 36),3
(31, 40, 56),3
(29, 42, 50),3
(5, 19, 58),3
(25, 38, 53),3
(7, 34, 55),3
(8, 17, 42),3
(17, 34, 51),3
(33, 40, 50),3
(27, 50, 52),3
(4, 17, 44),3
(3, 21, 38),3
(3, 20, 36),3
(8, 23, 58),3
(19, 23, 58),3
(31, 51, 56),3
(40, 46, 58),3
(17, 27, 43),3
(24, 50, 60),3
(5, 43, 52),3
(8, 28, 51),3
(4, 16, 57),3
(4, 17, 53),3
(11, 36, 52),3
(21, 35, 36),3
(16, 28, 29),3
(10, 13, 60),3
(11, 35, 40),3
(8, 22, 44),3
(2, 12, 43),3
(1, 7, 54),3
(25, 32, 33),3
(20, 28, 46),3
(34, 49, 51),3
(26, 28, 48),3
(9, 19, 50),3
(3, 24, 51),3
(7, 39, 57),3
(8, 16, 58),3
(6, 26, 53),3
(1, 4, 51),3
(16, 34, 53),3
(22, 30, 31),3
(20, 43, 52),3
(43, 54, 56),3
(19, 46, 60),3
(42, 52, 59),3
(2, 45, 50),3
(5, 18, 43),3
(18, 20, 45),3
(30, 41, 52),3
(49, 50, 59),3
(1, 12, 45),3
(47, 50, 52),3
(25, 45, 51),3
(5, 46, 58),3
(15, 23, 25),3
(25, 41, 60),3
(19, 41, 53),3
(31, 44, 46),3
(7, 43, 53),3
(30, 40, 60),3
(19, 22, 43),3
(20, 33, 44),3
(24, 43, 53),3
(25, 42, 45),3
(8, 13, 42),3
(12, 40, 42),3
(3, 24, 35),3
(8, 47, 53),3
(24, 40, 42),3
(9, 41, 42),3
(7, 41, 51),3
(8, 43, 56),3
(30, 42, 50),3
(37, 39, 51),3
(8, 24, 60),3
(6, 8, 53),3
(19, 44, 55),3
(31, 38, 45),3
(15, 35, 36),3
(25, 41, 55),3
(29, 49, 50),3
(19, 40, 58),3
(10, 37, 50),3
(11, 12, 35),3
(5, 10, 16),3
(14, 37, 45),3
(24, 33, 45),3
(18, 26, 39),3
(4, 11, 49),3
(46, 49, 51),3
(4, 35, 53),3
(9, 46, 57),3
(1, 12, 59),3
(5, 47, 53),3
(24, 40, 49),3
(5, 12, 52),3
(25, 32, 60),3
(28, 42, 46),3
(6, 12, 35),3
(8, 43, 49),3
(21, 36, 59),3
(19, 34, 43),3
(28, 29, 31),3
(8, 39, 52),3
(3, 13, 43),3
(7, 20, 25),3
(10, 12, 33),3
(17, 43, 59),3
(7, 18, 45),3
(24, 33, 54),3
(7, 38, 56),3
(3, 15, 36),3
(2, 16, 44),3
(30, 36, 59),3
(20, 37, 49),3
(26, 45, 60),3
(17, 41, 44),3
(4, 44, 52),3
(18, 24, 51),3
(10, 28, 29),3
(10, 33, 45),3
(18, 52, 58),3
(10, 15, 18),3
(3, 21, 28),3
(17, 22, 59),3
(15, 36, 51),3
(4, 7, 15),3
(29, 47, 60),3
(30, 33, 40),3
(4, 37, 51),3
(8, 41, 44),3
(13, 17, 51),3
(17, 26, 28),3
(8, 32, 36),3
(19, 50, 60),3
(3, 15, 31),3
(5, 27, 46),3
(14, 40, 52),3
(4, 32, 48),3
(23, 25, 51),3
(15, 35, 57),3
(14, 36, 49),3
(26, 29, 54),3
(8, 12, 49),3
(32, 36, 45),3
(24, 32, 46),3
(1, 11, 48),3
(3, 5, 35),3
(26, 27, 41),3
(7, 22, 38),3
(1, 21, 38),3
(6, 28, 33),3
(2, 20, 35),3
(8, 29, 36),3
(12, 18, 50),3
(21, 40, 59),3
(7, 31, 34),3
(5, 52, 57),3
(12, 32, 35),3
(10, 28, 47),3
(46, 55, 60),3
(41, 48, 58),3
(17, 49, 52),3
(1, 25, 49),3
(7, 25, 47),3
(19, 24, 60),3
(23, 29, 47),3
(5, 33, 40),3
(5, 24, 32),3
(15, 29, 53),3
(18, 27, 59),3
(1, 21, 25),3
(3, 4, 36),3
(1, 20, 37),3
(5, 17, 32),3
(41, 50, 56),3
(1, 6, 33),3
(38, 58, 59),3
(15, 40, 42),3
(7, 31, 45),3
(29, 34, 52),3
(25, 28, 33),3
(23, 30, 41),3
(23, 33, 39),3
(12, 20, 32),3
(14, 15, 25),3
(28, 33, 48),3
(35, 51, 52),3
(46, 51, 56),3
(11, 24, 46),3
(12, 30, 44),3
(1, 19, 44),3
(41, 51, 53),3
(29, 35, 36),3
(3, 4, 45),3
(2, 5, 28),3
(23, 26, 27),3
(9, 53, 54),3
(43, 44, 54),3
(16, 59, 60),3
(6, 23, 51),3
(20, 52, 54),3
(8, 17, 46),3
(13, 31, 47),3
(2, 28, 43),3
(1, 11, 51),3
(16, 27, 58),3
(9, 36, 42),3
(44, 47, 56),3
(4, 27, 54),3
(3, 32, 47),3
(20, 42, 43),3
(3, 5, 24),3
(27, 46, 48),3
(2, 4, 33),3
(13, 33, 43),3
(18, 37, 43),3
(24, 25, 47),3
(16, 28, 47),3
(9, 17, 53),3
(42, 45, 47),3
(37, 40, 47),3
(8, 40, 43),3
(3, 33, 57),3
(36, 46, 48),3
(20, 51, 56),3
(6, 7, 12),3
(6, 31, 50),3
(26, 41, 53),3
(23, 41, 47),3
(2, 11, 18),3
(32, 33, 48),3
(15, 17, 39),3
(13, 33, 34),3
(36, 41, 53),3
(2, 35, 59),3
(43, 56, 60),3
(11, 39, 50),3
(20, 46, 47),3
(50, 54, 55),3
(1, 13, 37),3
(14, 24, 39),3
(20, 28, 41),3
(13, 41, 56),3
(10, 11, 56),3
(9, 30, 33),3
(6, 13, 17),3
(41, 47, 54),3
(17, 40, 50),3
(26, 31, 49),3
(4, 29, 48),3
(8, 22, 52),3
(12, 32, 44),3
(35, 42, 59),3
(42, 46, 59),3
(2, 34, 37),3
(8, 10, 27),3
(25, 51, 60),3
(16, 34, 56),3
(17, 19, 50),3
(2, 4, 51),3
(10, 54, 59),3
(3, 23, 56),3
(32, 43, 52),3
(7, 8, 27),3
(3, 22, 54),3
(23, 43, 59),3
(26, 40, 54),3
(12, 42, 59),3
(13, 40, 59),3
(1, 3, 53),3
(17, 29, 31),3
(5, 11, 56),3
(18, 42, 59),3
(7, 14, 29),3
(8, 44, 59),3
(29, 47, 53),3
(3, 20, 52),3
(10, 43, 59),3
(1, 4, 53),3
(16, 34, 51),3
(1, 12, 34),3
(16, 23, 28),3
(8, 12, 15),3
(31, 37, 54),3
(35, 40, 50),3
(1, 34, 48),3
(27, 42, 56),3
(26, 37, 48),3
(1, 8, 34),3
(4, 52, 56),3
(12, 43, 56),3
(16, 43, 56),3
(1, 50, 52),3
(44, 53, 59),3
(13, 20, 43),3
(3, 46, 60),3
(5, 15, 52),3
(2, 23, 51),3
(5, 23, 54),3
(12, 16, 27),3
(12, 37, 47),3
(4, 47, 59),3
(8, 46, 47),3
(18, 20, 34),3
(19, 42, 58),3
(13, 47, 57),3
(8, 43, 58),3
(34, 37, 53),3
(10, 33, 49),3
(5, 11, 46),3
(5, 19, 24),3
(16, 44, 57),3
(6, 9, 11),3
(4, 7, 27),3
(5, 34, 52),3
(4, 47, 48),3
(3, 24, 53),3
(30, 36, 54),3
(6, 27, 46),3
(7, 13, 37),3
(12, 44, 56),3
(6, 19, 55),3
(19, 27, 41),3
(14, 43, 58),3
(6, 23, 28),3
