5,202
51,197
4,193
33,191
24,189
53,189
42,187
54,187
23,185
17,185
49,183
10,182
13,181
52,181
29,180
28,180
43,179
44,178
50,178
41,177
32,176
27,176
36,176
47,175
16,175
30,175
2,174
8,173
12,172
37,172
31,172
56,171
7,171
1,170
38,170
18,169
34,169
58,168
46,166
6,165
59,165
35,164
20,163
3,162
40,161
11,161
60,160
45,158
57,158
19,157
48,155
14,154
15,153
25,150
21,149
39,149
55,148
9,147
26,139
22,138
